#HEADER,,,,,,,,,,,,,,,
#TITLES,,,,,,,,,,,,,,,
,,R1,R2,R3,R4,SG5_1,SG5_2,SG5_3,R6,R7,SG8_1,SG8_2,SG8_3,LVDT,Force[N]
1468,2.934,1,1,1,1,170.15,60.897,-51.255,1,1,170.15,60.897,-51.255,0.0001,-0.00034
1469,2.936,1,1,1,1,185.3,66.321,-55.82,1,1,185.3,66.321,-55.82,0.0001,-0.00034
1470,2.938,1,1,1,1,199.39,71.363,-60.063,1,1,199.39,71.363,-60.063,0.0001,-0.00034
1471,2.94,1,1,1,1,212.33,75.991,-63.958,1,1,212.33,75.991,-63.958,0.0001,-0.00034
1472,2.942,1,1,1,1,224,80.168,-67.473,1,1,224,80.168,-67.473,0.0001,-0.00034
1473,2.944,1,1,1,1,234.32,83.86,-70.58,1,1,234.32,83.86,-70.58,0.0001,-0.00034
1474,2.946,1,1,1,1,243.19,87.035,-73.251,1,1,243.19,87.035,-73.251,0.0001,-0.00034
1475,2.948,1,1,1,1,250.54,89.665,-75.465,1,1,250.54,89.665,-75.465,0.0001,-0.00034
1476,2.95,1,1,1,1,256.32,91.732,-77.204,1,1,256.32,91.732,-77.204,0.0001,-0.00034
1477,2.952,1,1,1,1,260.48,93.224,-78.46,1,1,260.48,93.224,-78.46,0.0001,-0.00034
1478,2.954,1,1,1,1,263.04,94.138,-79.23,1,1,263.04,94.138,-79.23,0.0001,-0.00034
1479,2.956,1,1,1,1,263.99,94.48,-79.519,1,1,263.99,94.48,-79.519,0.0001,-0.00034
1480,2.958,1,1,1,1,263.37,94.259,-79.333,1,1,263.37,94.259,-79.333,0.0001,-0.00034
1481,2.96,1,1,1,1,261.21,93.487,-78.684,1,1,261.21,93.487,-78.684,0.0001,-0.00034
1482,2.962,1,1,1,1,257.55,92.177,-77.581,1,1,257.55,92.177,-77.581,0.0001,-0.00034
1483,2.964,1,1,1,1,252.42,90.34,-76.035,1,1,252.42,90.34,-76.035,0.0001,-0.00034
1484,2.966,1,1,1,1,245.84,87.985,-74.052,1,1,245.84,87.985,-74.052,0.0001,-0.00034
1485,2.968,1,1,1,1,237.84,85.12,-71.641,1,1,237.84,85.12,-71.641,0.0001,-0.00034
1486,2.97,1,1,1,1,228.43,81.753,-68.806,1,1,228.43,81.753,-68.806,0.0001,-0.00034
1487,2.972,1,1,1,1,217.65,77.895,-65.559,1,1,217.65,77.895,-65.559,0.0001,-0.00034
1488,2.974,1,1,1,1,205.54,73.56,-61.91,1,1,205.54,73.56,-61.91,0.0001,-0.00034
1489,2.976,1,1,1,1,192.16,68.771,-57.879,1,1,192.16,68.771,-57.879,0.0001,-0.00034
1490,2.978,1,1,1,1,177.59,63.556,-53.49,1,1,177.59,63.556,-53.49,0.0001,-0.00034
1491,2.98,1,1,1,1,161.92,57.951,-48.773,1,1,161.92,57.951,-48.773,0.0001,-0.00034
1492,2.982,1,1,1,1,145.29,51.999,-43.764,1,1,145.29,51.999,-43.764,0.0001,-0.00034
1493,2.984,1,1,1,1,127.82,45.745,-38.501,1,1,127.82,45.745,-38.501,0.0001,-0.00034
1494,2.986,1,1,1,1,109.63,39.238,-33.025,1,1,109.63,39.238,-33.025,0.0001,-0.00034
1495,2.988,1,1,1,1,90.872,32.524,-27.374,1,1,90.872,32.524,-27.374,0.0001,-0.00034
1496,2.99,1,1,1,1,71.656,25.646,-21.586,1,1,71.656,25.646,-21.586,0.0001,-0.00034
1497,2.992,1,1,1,1,52.097,18.646,-15.694,1,1,52.097,18.646,-15.694,0.0001,-0.00034
1498,2.994,1,1,1,1,32.297,11.559,-9.729,1,1,32.297,11.559,-9.729,0.0001,-0.00034
1499,2.996,1,1,1,1,12.348,4.419,-3.719,1,1,12.348,4.419,-3.719,0.0001,-0.00034
1500,2.998,1,1,1,1,-7.657,-2.7412,2.3079,1,1,-7.657,-2.7412,2.3079,0.0001,-0.00034
